ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	SOURCE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
225	§12	Kakataibo	Ksh	grande	1		ʔi᷈ɔ		ʔ i᷈ɔ			ʔɨwa	grande	Ksh ʔi᷈ɔ, -ɔ ‘grande;; importante;; excessive;;  enorme’, **-on;;  -an (ZARIQUIEY;; 2011)
226	§12	Kakataibo	Ksh	grande, importante, excessive, enorme			-ɔ		ɔ			ʔɨwa	grande	Ksh ʔi᷈ɔ, -ɔ ‘grande;; importante;; excessive;;  enorme’, **-on;;  -an (ZARIQUIEY;; 2011)
227	§12	Kakataibo	Ksh	grande, importante, excessive, enorme			-on,  -an 	1	**-on,  -an 		Zariquiey2011	ʔɨwa	grande	Ksh ʔi᷈ɔ, -ɔ ‘grande;; importante;; excessive;;  enorme’, **-on;;  -an (ZARIQUIEY;; 2011)
228	§12	ShipiboKonibo	SK	grande	1		ʔɨwa		ʔ ɨ w a			ʔɨwa	grande	SK ʔɨwa
229	§12	Kapanawa	Kp	grande	1		aʔwan		a ʔ w a n			ʔɨwa	grande	Kp aʔwan, iʔwan, ʔwan ‘gigantesco;; enorme;;  tremendo’ (LOOS; LOOS;; 1998), -wan
230	§12	Kapanawa	Kp	grande	1		iʔwan		i ʔ w a n			ʔɨwa	grande	Kp aʔwan, iʔwan, ʔwan ‘gigantesco;; enorme;;  tremendo’ (LOOS; LOOS;; 1998), -wan
231	§12	Kapanawa	Kp	gigantesco, enorme, tremendo			ʔwan		ʔ w a n		Loos1998	ʔɨwa	grande	Kp aʔwan, iʔwan, ʔwan ‘gigantesco;; enorme;;  tremendo’ (LOOS; LOOS;; 1998), -wan
232	§12	Kapanawa	Kp	grande	1		-wan		w a n			ʔɨwa	grande	Kp aʔwan, iʔwan, ʔwan ‘gigantesco;; enorme;;  tremendo’ (LOOS; LOOS;; 1998), -wan
233	§12	Marúbo	Mar	jacaré grande			kapɨtɨ-wã		k a p ɨ t ɨ w ã		Cesarino2008	ʔɨwa	grande	Mar kapɨtɨ-wã ‘jacaré grande’ (CESARINO;; 2008), ʃawɨ ‘jaboti’, ʃawɨwɐ᷈ ‘tartaruga’ (COSTA;; 1992)
234	§12	Marúbo	Mar	jaboti			ʃawɨ		ʃ a w ɨ			ʔɨwa	grande	Mar kapɨtɨ-wã ‘jacaré grande’ (CESARINO;; 2008), ʃawɨ ‘jaboti’, ʃawɨwɐ᷈ ‘tartaruga’ (COSTA;; 1992)
235	§12	Marúbo	Mar	tartaruga			ʃawɨwɐ᷈		ʃ a w ɨ w ɐ᷈		Costa1992	ʔɨwa	grande	Mar kapɨtɨ-wã ‘jacaré grande’ (CESARINO;; 2008), ʃawɨ ‘jaboti’, ʃawɨwɐ᷈ ‘tartaruga’ (COSTA;; 1992)
236	§12	Chákobo	Ch	grande			haʔɨwa		h a ʔ ɨ w a			ʔɨwa	grande	Ch haʔɨwa ‘grande’
238	§12	Yamináwa	Yam	grande			ɨɸa-pa ɨɸa-panã		ɨɸa-pa ɨɸa-panã		Faust2002	ʔɨwa	grande	Yam ɨɸa-pa ɨɸa-panã ‘grande’ (FAUST; LOOS;; 2002)
239	§12	Chanináwa	Chan	grande			ɨwapa		ɨ w a p a			ʔɨwa	grande	Chan ɨwapa ‘grande’
240	§12	Sharanáwa	Shar	grande			ɨwapa		ɨ w a p a			ʔɨwa	grande	Shar ɨwapa ‘grande’
241	§12	Shanenáwa	Shan	grande			ɨwa-pa		ɨ w a p a			ʔɨwa	grande	Shan ɨwa-pa ‘grande’
243	§12	Poyanáwa	Poy	velho			iwa		i w a			ʔɨwa	grande	Poy iwa ‘velho’
244	§12	Amawáka	A	grande	1		-ʔa		ʔ a			ʔɨwa	grande	A -ʔa
245	§12	Kaxinawá	Kn	grande			-wa		w a			ʔɨwa	grande	Kn -wa ‘grande’, ɨwa ‘crecido’, ɨwa-pa ‘grande’
246	§12	Kaxinawá	Kn	crecido			ɨwa		ɨ w a			ʔɨwa	grande	Kn -wa ‘grande’, ɨwa ‘crecido’, ɨwa-pa ‘grande’
247	§12	Kaxinawá	Kn	grande			ɨwa-pa		ɨ w a p a			ʔɨwa	grande	Kn -wa ‘grande’, ɨwa ‘crecido’, ɨwa-pa ‘grande’
248	§12	Marináwa	M	grande, importante, excessivo, enorme			ɨwápá		ɨ w á p á			ʔɨwa	grande	M ɨwápá ‘grande;; importante;; excessivo;;  enorme’
249	§12	Yawanawá	Yaw	grande			iua-pa		iua p a			ʔɨwa	grande	Yaw iua-pa ‘grande
250	§12	Korúbo	Ko	muito			iwa		i w a			ʔɨwa	grande	Ko iwa ‘muito’
253	§13	Proto-Panoan	Proto	piolho		0	ʔia		ʔ ia		Oliveira2014	ʔia	piolho	*ʔia ‘piolho’
254	§13	Kakataibo	Ksh	piojo			ʔia		ʔ ia			ʔia	piolho	Ksh ʔia ‘piojo’
255	§13	ShipiboKonibo	SK	piojo			ʔia		ʔ ia			ʔia	piolho	SK ʔia ‘piojo’
256	§13	Kapanawa	Kp	pulga			ʔia		ʔ ia			ʔia	piolho	Kp ʔia ‘pulga’
257	§13	Marúbo	Mar	piolho			ˈia		ˈia		Costa1992	ʔia	piolho	Mar ˈia ‘piolho’ (COSTA;; 1992)
258	§13	Chákobo	Ch	piojo			ʔia		ʔ ia			ʔia	piolho	Ch ʔia ‘piojo’
259	§13	Kaxararí	Kax	piojo			iˈya 		iˈya 		LANES2005;COUTO2005	ʔia	piolho	Kax iˈya (LANES;; 2005; COUTO;; 2005)
261	§13	Chanináwa	Chan	piolho	1		ia		ia			ʔia	piolho	Chan ia
262	§13	Sharanáwa	Shar	piolho	1		ia		ia			ʔia	piolho	Shar ia
263	§13	Shanenáwa	Shan	piolho	1		ia		ia			ʔia	piolho	Shan ia
264	§13	Katukina	Kat	piolho	1		ia		ia			ʔia	piolho	Kat ia
265	§13	Poyanáwa	Poy	piolho	1		ia		ia			ʔia	piolho	Poy ia
266	§13	Amawáka	A	piolho			ʔíya 		ʔíya 		Hyde1980	ʔia	piolho	A ʔíya (HYDE;; 1980), iyá I ‘piojo’
267	§13	Amawáka	A	piojo			iyá I		iyá I			ʔia	piolho	A ʔíya (HYDE;; 1980), iyá I ‘piojo’
268	§13	Kaxinawá	Kn	piojo, pulga			ia		ia			ʔia	piolho	Kn ia ‘piojo;;  pulga’
269	§13	Marináwa	M	piojo, pulga			ia		ia			ʔia	piolho	M ia ‘piojo;;  pulga’
270	§13	Yawanawá	Yaw	piolho	1		ia		ia			ʔia	piolho	Yaw ia
272	§13	Matís	Mt	piolho			tʃa		t ʃ a			ʔia	piolho	Mt tʃa ‘piolho’
274	§14	Proto-Panoan	Proto	lago		0	ʔian		ʔ ia n		Oliveira2014	ʔian	lago	*ʔian ‘lago’
275	§14	Kakataibo	Ksh	lago	1		ʔiã́		ʔ iã́			ʔian	lago	Ksh ʔiã́
276	§14	ShipiboKonibo	SK	lago	1		ʔiã́		ʔ iã́			ʔian	lago	SK ʔiã́
277	§14	Kapanawa	Kp	lago	1		ʔián		ʔ iá n			ʔian	lago	Kp ʔián
278	§14	Marúbo	Mar	lago			iˈan [ˈi᷈ˈɐ᷈] 		iˈan [ˈi᷈ˈɐ᷈] 		Costa1992	ʔian	lago	Mar iˈan [ˈi᷈ˈɐ᷈] (COSTA;; 1992), iã (CESARINO;; 2008)
279	§14	Marúbo	Mar	lago			iã 		iã 		Cesarino2008	ʔian	lago	Mar iˈan [ˈi᷈ˈɐ᷈] (COSTA;; 1992), iã (CESARINO;; 2008)
281	§14	Chákobo	Ch	lago			iá 		iá 		Zingg1998	ʔian	lago	Ch ‘lago’ ʔiánɨ, iá (ZINGG;; 1998)
282	§14	Kaxararí	Kax	lago			ianɨ [iaˈnɨ] 		ianɨ [iaˈnɨ] 		Valenzuela2012	ʔian	lago	Kax ianɨ [iaˈnɨ] (VALENZUELA; OLIVEIRA;; 2012)
283	§14	Yamináwa	Yam	lago	1		iã		iã			ʔian	lago	Yam iã, iamã
284	§14	Yamináwa	Yam	lago	1		iamã		ia m ã			ʔian	lago	Yam iã, iamã
286	§14	Sharanáwa	Shar	lago	1		ian		ia n			ʔian	lago	Shar ian
287	§14	Shanenáwa	Shan	lago	1		yan		ya n			ʔian	lago	Shan yan
288	§14	Katukina	Kat	lago	1		ian		ia n			ʔian	lago	Kat ian
290	§14	Amawáka	A	lago			ʔí᷈yan 		ʔí᷈yan 	<hínyan>, HYDE, 1980		ʔian	lago	A ʔí᷈yan (<hínyan>;; HYDE;; 1980), i᷈yã I
291	§14	Amawáka	A	lago	1		i᷈yã I		i᷈yã I			ʔian	lago	A ʔí᷈yan (<hínyan>;; HYDE;; 1980), i᷈yã I
292	§14	Kaxinawá	Kn	lago	1		i᷈ã		i᷈ã			ʔian	lago	Kn i᷈ã
293	§14	Marináwa	M	lago	1		i᷈ã		i᷈ã			ʔian	lago	M i᷈ã
295	§14	Yawanawá	Yaw	lago	1		ian		ia n			ʔian	lago	Yaw ian
296	§14	Korúbo	Ko	lago	1		tʃan		t ʃ a n			ʔian	lago	Ko tʃan
297	§14	Matís	Mt	lago	1		tʃan		t ʃ a n			ʔian	lago	Mt tʃan
298	§14	Mayorúna	My	lago	1		tʃiˈna		t ʃ i ˈn a			ʔian	lago	My tʃiˈna
299	§15	Proto-Panoan	Proto	dono		0	ʔiʔβo		ʔ i ʔ β o		Oliveira2014	ʔiʔβo	dono	*ʔiʔβo ‘dono’
300	§15	Kakataibo	Ksh	dono	1		ʔiβo		ʔ i β o			ʔiʔβo	dono	Ksh ʔiβo
301	§15	ShipiboKonibo	SK	dono	1		ʔiβo		ʔ i β o			ʔiʔβo	dono	SK ʔiβo
302	§15	Kapanawa	Kp	dono	1		ʔiʔβo		ʔ i ʔ β o			ʔiʔβo	dono	Kp ʔiʔβo
303	§15	Marúbo	Mar	dono			iβo 		iβo 		Cesarino2008	ʔiʔβo	dono	Mar iβo (CESARINO;; 2008)
304	§15	Chákobo	Ch	dueño			ʔiβo		ʔ i β o			ʔiʔβo	dono	Ch ʔiβo ‘dueño’
308	§15	Sharanáwa	Shar	dono	1		iɸo		i ɸ o			ʔiʔβo	dono	Shar iɸo
311	§15	Poyanáwa	Poy	dono	1		ihu		i h u			ʔiʔβo	dono	Poy ihu
312	§15	Amawáka	A	dono			ʔíwo 		ʔíwo 		Hyde1980	ʔiʔβo	dono	A ʔíwo (HYDE;; 1980), iwó I
313	§15	Amawáka	A	dono	1		iwó I		iwó I			ʔiʔβo	dono	A ʔíwo (HYDE;; 1980), iwó I
314	§15	Kaxinawá	Kn	dono	1		ibu		i b u			ʔiʔβo	dono	Kn ibu
315	§15	Marináwa	M	dono	1		iɸo		i ɸ o			ʔiʔβo	dono	M iɸo
316	§15	Yawanawá	Yaw	dono	1		ihu		i h u			ʔiʔβo	dono	Yaw ihu
317	§15	Korúbo	Ko	dono	1		ikβo [iʔˈβo]		ikβo [iʔˈβo]			ʔiʔβo	dono	Ko ikβo [iʔˈβo]
318	§15	Matís	Mt	dono	1		ikbo		i k b o			ʔiʔβo	dono	Mt ikbo
319	§15	Mayorúna	My	dono	1		ikbo [ikˈbo]		ikbo [ikˈbo]			ʔiʔβo	dono	My ikbo [ikˈbo]
320	§16	Proto-Panoan	Proto	esp. de pásaro		0	ʔiʔtsak		ʔ i ʔ t s a k		Oliveira2014	ʔiʔtsak	esp. de pásaro	*ʔiʔtsak ‘esp. de pásaro’
321	§16	Kakataibo	Ksh	esp. de pásaro	1		ʔisá		ʔ i s á			ʔiʔtsak	esp. de pásaro	Ksh ʔisá
322	§16	ShipiboKonibo	SK	esp. de pásaro	1		ʔisá		ʔ i s á			ʔiʔtsak	esp. de pásaro	SK ʔisá
323	§16	Kapanawa	Kp	esp. de pásaro	1		ʔiʔsá		ʔ i ʔ s á			ʔiʔtsak	esp. de pásaro	Kp ʔiʔsá
325	§16	Chákobo	Ch	esp. de pásaro	1		ʔisaka		ʔ i s a k a			ʔiʔtsak	esp. de pásaro	Ch ʔisaka, ʔisa [ˈisa] ‘el pájaro’ (ZINGG;; 1998)
326	§16	Chákobo	Ch	el pájaro			ʔisa [ˈisa]		ʔisa [ˈisa]		Zingg1998	ʔiʔtsak	esp. de pásaro	Ch ʔisaka, ʔisa [ˈisa] ‘el pájaro’ (ZINGG;; 1998)
327	§16	Kaxararí	Kax	mutum			isaˈka		i s a ˈk a			ʔiʔtsak	esp. de pásaro	Kax isaˈka ‘mutum’
334	§16	Amawáka	A	esp. de pásaro	1		ʔítsaa		ʔ í t s aa			ʔiʔtsak	esp. de pásaro	A ʔítsaa, ʔítsakɨn ‘pájaro’ (HYDE;; 1980), isaa I
335	§16	Amawáka	A	pájaro			ʔítsakɨn		ʔ í t s a k ɨ n		Hyde1980	ʔiʔtsak	esp. de pásaro	A ʔítsaa, ʔítsakɨn ‘pájaro’ (HYDE;; 1980), isaa I
336	§16	Amawáka	A	esp. de pásaro	1		isaa I		isaa I			ʔiʔtsak	esp. de pásaro	A ʔítsaa, ʔítsakɨn ‘pájaro’ (HYDE;; 1980), isaa I
337	§16	Kaxinawá	Kn	esp. de pásaro	1		isa		i s a			ʔiʔtsak	esp. de pásaro	Kn isa
342	§16	Mayorúna	My	pájaro que vive alto			wistsak		w i s t s a k			ʔiʔtsak	esp. de pásaro	My wistsak ‘pájaro que vive alto’
343	§17	Proto-Panoan	Proto	quente, calor		0	ʔitsis		ʔ i t s i s		Oliveira2014	ʔitsis	quente,  calor	*ʔitsis ‘quente;;  calor’
344	§17	Kakataibo	Ksh	quente, calor	1		ʔitsís		ʔ i t s í s			ʔitsis	quente,  calor	Ksh ʔitsís, ɨtsɨs (SHELL;; 1987)
345	§17	Kakataibo	Ksh	quente, calor			ɨtsɨs 		ɨtsɨs 		Shell1987	ʔitsis	quente,  calor	Ksh ʔitsís, ɨtsɨs (SHELL;; 1987)
350	§17	Chákobo	Ch	caliente			ʔitsis- 		ʔitsis- 		Zingg1998	ʔitsis	quente,  calor	Ch ‘caliente’ ʔitsisa, ʔitsis- (ZINGG;; 1998)
351	§17	Kaxararí	Kax	caliente			itsiˈsi 		itsiˈsi 		Lanes2005	ʔitsis	quente,  calor	Kax itsiˈsi (LANES;; 2005)
354	§17	Sharanáwa	Shar	tener calor			tʃiʃnai		t ʃ i ʃ n ai			ʔitsis	quente,  calor	Shar tʃiʃnai ‘tener calor’
358	§17	Amawáka	A	quente, calor	1		ʔítsis		ʔ í t s i s			ʔitsis	quente,  calor	A ʔítsis, ʔitsisín (HYDE;; 1980), itsis I
359	§17	Amawáka	A	quente, calor			ʔitsisín 		ʔitsisín 		Hyde1980	ʔitsis	quente,  calor	A ʔítsis, ʔitsisín (HYDE;; 1980), itsis I
360	§17	Amawáka	A	quente, calor	1		itsis I		itsis I			ʔitsis	quente,  calor	A ʔítsis, ʔitsisín (HYDE;; 1980), itsis I
365	§17	Matís	Mt	quente, calor	1		itʃis-		i t ʃ i s			ʔitsis	quente,  calor	Mt itʃis-
366	§17	Mayorúna	My	caluroso y húmedo (el tiempo), calor com humedad			itsis		i t s i s			ʔitsis	quente,  calor	My itsis ‘caluroso y húmedo (el tiempo);;  calor com humedad’
367	§18	Proto-Panoan	Proto	abraçar, segurar nos braços		0	ʔikok-		ʔ i k o k		Oliveira2014	ʔikok-	abraçar,  segurar nos braços	*ʔikok- ‘abraçar;;  segurar nos braços’
368	§18	Kakataibo	Ksh	abraçar, segurar nos braços	1		ʔiko-		ʔ i k o			ʔikok-	abraçar,  segurar nos braços	Ksh ʔiko-
369	§18	ShipiboKonibo	SK	abraçar, segurar nos braços	1		ʔiko		ʔ i k o			ʔikok-	abraçar,  segurar nos braços	SK ʔiko
370	§18	Kapanawa	Kp	abraçar, segurar nos braços	1		ʔiko		ʔ i k o			ʔikok-	abraçar,  segurar nos braços	Kp ʔiko
371	§18	Chákobo	Ch	llevar en los brazos, abrazar			ʔiko-		ʔ i k o			ʔikok-	abraçar,  segurar nos braços	Ch ʔiko- ‘llevar en los brazos;;  abrazar’
372	§18	Amawáka	A	abrazar			ʔíkoo-kín		ʔ í k oo k í n		Hyde1980	ʔikok-	abraçar,  segurar nos braços	A ʔíkoo-kín ‘abrazar’ (HYDE;; 1980), iko-
373	§18	Amawáka	A	abraçar, segurar nos braços	1		iko-		i k o			ʔikok-	abraçar,  segurar nos braços	A ʔíkoo-kín ‘abrazar’ (HYDE;; 1980), iko-
374	§18	Kaxinawá	Kn	abraçar, segurar nos braços	1		iku-		i k u			ʔikok-	abraçar,  segurar nos braços	Kn iku-
375	§18	Marináwa	M	abraçar, segurar nos braços	1		íkõ-		í k õ			ʔikok-	abraçar,  segurar nos braços	M íkõ-
382	§18	Yamináwa	Yam	abraçar, segurar nos braços	1		iko-		i k o			ʔikok-	abraçar,  segurar nos braços	Yam iko-
385	§18	Korúbo	Ko	abraçar, segurar nos braços	1		ikuk-		i k u k			ʔikok-	abraçar,  segurar nos braços	Ko ikuk-
386	§18	Matís	Mt	segurar no colo			ikuk-		i k u k			ʔikok-	abraçar,  segurar nos braços	Mt ikuk- ‘segurar no colo’
387	§18	Mayorúna	My	abrazar echado o sentado			ikuk		i k u k			ʔikok-	abraçar,  segurar nos braços	My ikuk ‘abrazar echado o sentado’
388	§18a	Proto-Panoan	Proto	seguir llevando en los brazos		1	ʔikoʔiko-		ʔ i k o ʔ i k o		Oliveira2014	ʔikoʔiko-	**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)	*ʔikoʔiko- ‘**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)’ :
389	§18a	Kakataibo	Ksh	seguir llevando en los brazos	1	1	ʔikoiko-		ʔ i k oi k o			ʔikoʔiko-	**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)	Ksh ʔikoiko-
390	§18a	ShipiboKonibo	SK	seguir llevando en los brazos	1	1	ʔikoʔiko-		ʔ i k o ʔ i k o			ʔikoʔiko-	**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)	SK ʔikoʔiko-
391	§18a	Kapanawa	Kp	seguir llevando en los brazos	1	1	ʔikoiko-		ʔ i k oi k o			ʔikoʔiko-	**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)	Kp ʔikoiko-
392	§18a	Chákobo	Ch	seguir llevando en los brazos			ʔikoʔiko-		ʔ i k o ʔ i k o			ʔikoʔiko-	**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)	Ch ʔikoʔiko- ‘seguir llevando en los brazos’
393	§18a	Kaxinawá	Kn	seguir llevando en los brazos	1	1	ikuiku-		i k ui k u			ʔikoʔiko-	**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)	Kn ikuiku-
394	§18b	Proto-Panoan	Proto	subir		0	ʔira-		ʔ i r a		Oliveira2014	ʔira-	subir	*ʔira- ‘subir’ :
396	§18b	ShipiboKonibo	SK	arriba y arriba (como en noyaina- «volar arriba y arriba»)			-ina-		i n a			ʔira-	subir	SK -ina- ‘arriba y arriba (como en noyaina- «volar arriba y arriba»)’
397	§18b	Kapanawa	Kp	subir (como a um árbol)			ʔina-		ʔ i n a			ʔira-	subir	Kp ʔina- ‘subir (como a um árbol)’
398	§18b	Marúbo	Mar	ação subindo			-iná-		i n á		Kennell1978	ʔira-	subir	Mar -iná- ‘ação subindo’ (KENNEL;; 1978)
399	§18b	Chákobo	Ch	subir (como la ardilla en el árbol)			ʔina-		ʔ i n a			ʔira-	subir	Ch ʔina- ‘subir (como la ardilla en el árbol)’
400	§18b	Kaxararí	Kax	subir			iˈlahi		i ˈl a h i		Couto2005	ʔira-	subir	Kax iˈlahi ‘subir’ (COUTO;; 2005)
401	§18b	Yamináwa	Yam	subir			ina-		i n a		Faust2002	ʔira-	subir	Yam ina- ‘subir’ (FAUST; LOOS;; 2002)
402	§18b	Chanináwa	Chan	subir			ida-		i d a			ʔira-	subir	Chan ida- ‘subir’
403	§18b	Sharanáwa	Shar	subir	1		inai		i n ai			ʔira-	subir	Shar inai, inaa ‘subir;;  trepar’
404	§18b	Sharanáwa	Shar	subir, trepar			inaa		i n aa			ʔira-	subir	Shar inai, inaa ‘subir;;  trepar’
406	§18b	Katukina	Kat	subir	1		pain-ai	1	** p ai n ai			ʔira-	subir	Kat **pain-ai
408	§18b	Amawáka	A	subir			ʔínaa-ʔí		ʔ í n aa ʔ í		Hyde1980	ʔira-	subir	A ʔínaa-ʔí ‘subir’ (HYDE;; 1980), inaa- II ‘escalar un árbol’
409	§18b	Amawáka	A	escalar un árbol			inaa- II		inaa- II			ʔira-	subir	A ʔínaa-ʔí ‘subir’ (HYDE;; 1980), inaa- II ‘escalar un árbol’
410	§18b	Kaxinawá	Kn	escalar			ina-		i n a			ʔira-	subir	Kn ina- ‘escalar’
411	§18b	Marináwa	M	subir	1		ínai		í n ai			ʔira-	subir	M ínai
412	§18b	Yawanawá	Yaw	subir			ina		i n a			ʔira-	subir	Yaw ina ‘subir’
414	§18b	Matís	Mt	subir puxando algo			indo-kin		i n d o k i n		Ferreira2005	ʔira-	subir	Mt indo-kin ‘subir puxando algo’ (FERREIRA;; 2005)
415	§18b	Mayorúna	My	mover una cosa			in		i n			ʔira-	subir	My in ‘mover una cosa’
416	§19	Proto-Panoan	Proto	criação, animal doméstico		0	ʔinak		ʔ i n a k		Oliveira2014	ʔinak	criação,  animal doméstico	*ʔinak ‘criação;;  animal doméstico’
418	§19	ShipiboKonibo	SK	hombre prisionero, animal domesticado			ʔiná		ʔ i n á			ʔinak	criação,  animal doméstico	SK ʔiná ‘hombre prisionero;;  animal domesticado’
419	§19	Kapanawa	Kp	criação, animal doméstico	1		ʔiˈna		ʔ i ˈn a			ʔinak	criação,  animal doméstico	Kp ʔiˈna
422	§19	Chákobo	Ch	perro			ˈʔina 		ˈʔina 		Zingg1998	ʔinak	criação,  animal doméstico	Ch ‘perro’ ʔinaka, ˈʔina (ZINGG;; 1998)
423	§19	Kaxararí	Kax	animal doméstico			iˈnaβɨ		i ˈn a β ɨ		Valenzuela2012	ʔinak	criação,  animal doméstico	Kax iˈnaβɨ ‘animal doméstico’ (VALENZUELA; OLIVEIRA;; 2012)
426	§19	Sharanáwa	Shar	criação, animal doméstico	1		ina		i n a			ʔinak	criação,  animal doméstico	Shar ina, inan ‘mascota;;  animals domésticos’
427	§19	Sharanáwa	Shar	mascota, animals domésticos			inan		i n a n			ʔinak	criação,  animal doméstico	Shar ina, inan ‘mascota;;  animals domésticos’
431	§19	Amawáka	A	doméstico (animal)			ʔína		ʔ í n a			ʔinak	criação,  animal doméstico	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’
432	§19	Amawáka	A	criação, animal doméstico	1		ʔínaa		ʔ í n aa			ʔinak	criação,  animal doméstico	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’
433	§19	Amawáka	A	empleado			ʔínakɨ́n		ʔ í n a k ɨ́ n		Hyde1980	ʔinak	criação,  animal doméstico	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’
434	§19	Amawáka	A	domesticado			Iná I		Iná I			ʔinak	criação,  animal doméstico	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’
435	§19	Amawáka	A	esclavo, siervo			inaa I		inaa I			ʔinak	criação,  animal doméstico	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’
436	§19	Kaxinawá	Kn	animal favorito			iná		i n á			ʔinak	criação,  animal doméstico	Kn iná ‘animal favorito’
442	§20	Proto-Panoan	Proto	dar		0	ʔinar-		ʔ i n a r		Oliveira2014	ʔinar-	dar	*ʔinar- ‘dar’
443	§20	Kakataibo	Ksh	dar	1		ʔinã́-		ʔ i n ã́			ʔinar-	dar	Ksh ʔinã́-
444	§20	ShipiboKonibo	SK	dar	1		ʔinã-		ʔ i n ã			ʔinar-	dar	SK ʔinã-
445	§20	Kapanawa	Kp	dar	1		ʔinán		ʔ i n á n			ʔinar-	dar	Kp ʔinán
446	§20	Marúbo	Mar	dar			i᷈nã-		i᷈ n ã		Kennell1978	ʔinar-	dar	Mar i᷈nã- ‘dar’ (KENNELL;; 1978)
447	§20	Chákobo	Ch	vender, regalar, repartir			ʔinia-		ʔ i n ia		Zingg1998	ʔinar-	dar	Ch ʔinia- ‘vender;; regalar;;  repartir’ (ZINGG;; 1998), ʔina- dar
448	§20	Chákobo	Ch	dar	1		ʔina- dar		ʔina- dar			ʔinar-	dar	Ch ʔinia- ‘vender;; regalar;;  repartir’ (ZINGG;; 1998), ʔina- dar
449	§20	Kaxararí	Kax	dar			yali		ya l i		Valenzuela2012	ʔinar-	dar	Kax yali ‘dar’ (VALENZUELA; OLIVEIRA;; 2012)
450	§20	Yamináwa	Yam	dar			inã-		i n ã		Faust2002	ʔinar-	dar	Yam inã- ‘dar’ (FAUST; LOOS;; 2002)
451	§20	Chanináwa	Chan	dar	1		inai		i n ai			ʔinar-	dar	Chan inai
452	§20	Sharanáwa	Shar	dar	1		inain		i n ai n			ʔinar-	dar	Shar inain, inaan ‘dar;;  pagar’
453	§20	Sharanáwa	Shar	dar, pagar			inaan		i n aa n			ʔinar-	dar	Shar inain, inaan ‘dar;;  pagar’
454	§20	Shanenáwa	Shan	dar	1		inan		i n a n			ʔinar-	dar	Shan inan
455	§20	Katukina	Kat	dar	1		inna-ai		i nn a ai			ʔinar-	dar	Kat inna-ai, iai ‘dar’
456	§20	Katukina	Kat	dar			iai		iai			ʔinar-	dar	Kat inna-ai, iai ‘dar’
458	§20	Amawáka	A	dar	1		inã-		i n ã			ʔinar-	dar	A inã-, ʔinan-kín ‘dar’ (HYDE;; 1980)
459	§20	Amawáka	A	dar			ʔinan-kín		ʔ i n a n k í n		Hyde1980	ʔinar-	dar	A inã-, ʔinan-kín ‘dar’ (HYDE;; 1980)
460	§20	Kaxinawá	Kn	dar	1		inã-		i n ã			ʔinar-	dar	Kn inã-
461	§20	Marináwa	M	dar	1		ínã-		í n ã			ʔinar-	dar	M ínã-
463	§20	Korúbo	Ko	dar	1		mene-	1	** m e n e			ʔinar-	dar	Ko **mene-
464	§20	Matís	Mt	dar	1		mene-kin	1	** m e n e k i n			ʔinar-	dar	Mt **mene-kin
465	§20	Mayorúna	My	dar	1		mene	1	** m e n e			ʔinar-	dar	My **mene
466	§21	Proto-Panoan	Proto	esp. de onça		0	ʔi[n]o		ʔ i [ n ] o		Oliveira2014	ʔi[n]o	esp. de onça	*ʔi[n]o ‘esp. de onça’
467	§21	Kakataibo	Ksh	esp. de onça	1		ʔino		ʔ i n o			ʔi[n]o	esp. de onça	Ksh ʔino
468	§21	ShipiboKonibo	SK	esp. de onça	1		ʔino		ʔ i n o			ʔi[n]o	esp. de onça	SK ʔino
469	§21	Kapanawa	Kp	esp. de onça	1		ʔino		ʔ i n o			ʔi[n]o	esp. de onça	Kp ʔino
470	§21	Marúbo	Mar	esp. de onça			ino 		ino 		Cesarino2008	ʔi[n]o	esp. de onça	Mar ino (CESARINO;; 2008)
