ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	MORPHEMES	COMMENT	SOURCE	PROTO_SET	ENTRY_IN_SOURCE	CONCEPT_IN_SOURCE	UNCERTAIN_COGNACY
189	( - - - - - - ) ʔ - w a ( - - - n - - - - - - - - )	24		big	Kapanawa	ʔwan		ʔ w a n		None	Loos1998	§12	Kp aʔwan, iʔwan, ʔwan ‘gigantesco;; enorme;;  tremendo’ (LOOS; LOOS;; 1998), -wan		None
190	( - - - - - - ) - - w a ( - - - n - - - - - - - - )	24		big	Kapanawa	-wan		w a n		None		§12	Kp aʔwan, iʔwan, ʔwan ‘gigantesco;; enorme;;  tremendo’ (LOOS; LOOS;; 1998), -wan		None
191	( k a p ɨ t + ) - ɨ w ã ( - - - - - - - - - - - - )	24		big	Marubo	kapɨtɨ-wã		k a p ɨ t + ɨ w ã		None	Cesarino2008	§12	Mar kapɨtɨ-wã ‘jacaré grande’ (CESARINO;; 2008), ʃawɨ ‘jaboti’, ʃawɨwɐ̃ ‘tartaruga’ (COSTA;; 1992)		None
192	( - - ʃ a w ɨ ) - - - - ( - - - - - - - - - - - - )	24		big	Marubo	ʃawɨ		ʃ a w ɨ		None		§12	Mar kapɨtɨ-wã ‘jacaré grande’ (CESARINO;; 2008), ʃawɨ ‘jaboti’, ʃawɨwɐ̃ ‘tartaruga’ (COSTA;; 1992)		None
193	( - - ʃ a w - ) - ɨ w ɐ̃ ( - - - - - - - - - - - - )	24		big	Marubo	ʃawɨwɐ̃		ʃ a w ɨ w ɐ̃		None	Costa1992	§12	Mar kapɨtɨ-wã ‘jacaré grande’ (CESARINO;; 2008), ʃawɨ ‘jaboti’, ʃawɨwɐ̃ ‘tartaruga’ (COSTA;; 1992)		None
194	( - - - - h a ) ʔ ɨ w a ( - - - - - - - - - - - - )	24		big	Chakobo	haʔɨwa		h a ʔ ɨ w a		None		§12	Ch haʔɨwa ‘grande’		None
195	( - - - - - - ) - ɨ ɸ a ( + p a + ɨ ɸ a + p a n ã )	24		big	Yaminawa	ɨɸa-pa_ɨɸa-panã		ɨ ɸ a + p a + ɨ ɸ a + p a n ã		None	Faust2002	§12	Yam ɨɸa-pa ɨɸa-panã ‘grande’ (FAUST; LOOS;; 2002)		None
196	( - - - - - - ) - ɨ w a ( - p a - - - - - - - - - )	24		big	Chaninawa	ɨwapa		ɨ w a p a		None		§12	Chan ɨwapa ‘grande’		None
197	( - - - - - - ) - ɨ w a ( - p a - - - - - - - - - )	24		big	Sharanawa	ɨwapa		ɨ w a p a		None		§12	Shar ɨwapa ‘grande’		None
198	( - - - - - - ) - ɨ w a ( + p a - - - - - - - - - )	24		big	Shanenawa	ɨwa-pa		ɨ w a + p a		None		§12	Shan ɨwa-pa ‘grande’		None
199	( - - - - - - ) - i w a ( - - - - - - - - - - - - )	24		old	Poyanawa	iwa		i w a		None		§12	Poy iwa ‘velho’		None
200	( - - - - - - ) ʔ - - a ( - - - - - - - - - - - - )	24		big	Amawaka	-ʔa		ʔ a		None		§12	A -ʔa		None
201	( - - - - - - ) - - w a ( - - - - - - - - - - - - )	24		big	Kaxinawa	-wa		w a		None		§12	Kn -wa ‘grande’, ɨwa ‘crecido’, ɨwa-pa ‘grande’		None
202	( - - - - - - ) - ɨ w a ( - - - - - - - - - - - - )	24		big	Kaxinawa	ɨwa		ɨ w a		None		§12	Kn -wa ‘grande’, ɨwa ‘crecido’, ɨwa-pa ‘grande’		None
203	( - - - - - - ) - ɨ w a ( + p a - - - - - - - - - )	24		big	Kaxinawa	ɨwa-pa		ɨ w a + p a		None		§12	Kn -wa ‘grande’, ɨwa ‘crecido’, ɨwa-pa ‘grande’		None
204	( - - - - - - ) - ɨ w !á/a ( - p !á/a - - - - - - - - - )	24		big	Marinawa	ɨwápá		ɨ w !á/a p !á/a		None		§12	M ɨwápá ‘grande;; importante;; excessivo;;  enorme’		None
205	( - - - - - - ) - i w a ( + p a - - - - - - - - - )	24		big	Yawanawa	iua-pa		i w a + p a		None		§12	Yaw iua-pa ‘grande		None
206	( - - - - - - ) - i w a ( - - - - - - - - - - - - )	24		many	Korubo	iwa		i w a		None		§12	Ko iwa ‘muito’		None
207	ʔ i - a	35		louse	Proto-Panoan	ʔia		ʔ i a		None	Oliveira2014	§13	*ʔia ‘piolho’		None
208	ʔ i - a	35		louse	Kakataibo	ʔia		ʔ i a		None		§13	Ksh ʔia ‘piojo’		None
209	ʔ i - a	35		louse	ShipiboKonibo	ʔia		ʔ i a		None		§13	SK ʔia ‘piojo’		None
210	ʔ i - a	35		louse	Kapanawa	ʔia		ʔ i a		None		§13	Kp ʔia ‘pulga’		None
211	- i - a	35		louse	Marubo	ˈia		i a		None	Costa1992	§13	Mar ˈia ‘piolho’ (COSTA;; 1992)		None
212	ʔ i - a	35		louse	Chakobo	ʔia		ʔ i a		None		§13	Ch ʔia ‘piojo’		None
213	- i j a	35		louse	Kaxarari	iˈya		i j a		None	Lanes2005; Couto2005	§13	Kax iˈya (LANES;; 2005; COUTO;; 2005)		None
214	- i - a	35		louse	Chaninawa	ia		i a		None		§13	Chan ia		None
215	- i - a	35		louse	Sharanawa	ia		i a		None		§13	Shar ia		None
216	- i - a	35		louse	Shanenawa	ia		i a		None		§13	Shan ia		None
217	- i - a	35		louse	Katukina	ia		i a		None		§13	Kat ia		None
218	- i - a	35		louse	Poyanawa	ia		i a		None		§13	Poy ia		None
219	ʔ í/i j a	35		louse	Amawaka	ʔíya		ʔ í/i j a		None	Hyde1980	§13	A ʔíya (HYDE;; 1980), iyá I ‘piojo’		None
220	- i j á/a	35		louse	Amawaka	iyá_I		i j á/a		None		§13	A ʔíya (HYDE;; 1980), iyá I ‘piojo’		None
221	- i - a	35		louse	Kaxinawa	ia		i a		None		§13	Kn ia ‘piojo;;  pulga’		None
222	- i - a	35		louse	Marinawa	ia		i a		None		§13	M ia ‘piojo;;  pulga’		None
223	- i - a	35		louse	Yawanawa	ia		i a		None		§13	Yaw ia		None
224	- - tʃ a	35		louse	Matis	tʃa		tʃ a		None		§13	Mt tʃa ‘piolho’		None
225	ʔ i - a n ( - - )	46		lake	Proto-Panoan	ʔian		ʔ i a n		None	Oliveira2014	§14	*ʔian ‘lago’		None
226	ʔ i - ã́/ã - ( - - )	46		lake	Kakataibo	ʔiã́		ʔ i ã́/ã		None		§14	Ksh ʔiã́		None
227	ʔ i - ã́/ã - ( - - )	46		lake	ShipiboKonibo	ʔiã́		ʔ i ã́/ã		None		§14	SK ʔiã́		None
228	ʔ i - á/a n ( - - )	46		lake	Kapanawa	ʔián		ʔ i á/a n		None		§14	Kp ʔián		None
229	- ĩ - ɐ̃ - ( - - )	46		lake	Marubo	ˈĩˈɐ̃		ĩ ɐ̃		None	Costa1992	§14	Mar iˈan [ˈĩˈɐ̃] (COSTA;; 1992), iã (CESARINO;; 2008)		None
230	- i - ã - ( - - )	46		lake	Marubo	iã		i ã		None	Cesarino2008	§14	Mar iˈan [ˈĩˈɐ̃] (COSTA;; 1992), iã (CESARINO;; 2008)		None
231	- i - á/a - ( - - )	46		lake	Chakobo	iá		i á/a		None	Zingg1998	§14	Ch ‘lago’ ʔiánɨ, iá (ZINGG;; 1998)		None
232	- i - a - ( n ɨ )	46		lake	Kaxarari	iaˈnɨ		i a n ɨ		None	Valenzuela2012	§14	Kax ianɨ [iaˈnɨ] (VALENZUELA; OLIVEIRA;; 2012)		None
233	- i - ã - ( - - )	46		lake	Yaminawa	iã		i ã		None		§14	Yam iã, iamã		None
234	- i - a - ( m ã )	46		lake	Yaminawa	iamã		i a m ã		None		§14	Yam iã, iamã		None
235	- i - a n ( - - )	46		lake	Sharanawa	ian		i a n		None		§14	Shar ian		None
236	- - j a n ( - - )	46		lake	Shanenawa	yan		j a n		None		§14	Shan yan		None
237	- i - a n ( - - )	46		lake	Katukina	ian		i a n		None		§14	Kat ian		None
238	ʔ í̃/ĩ j a n ( - - )	46		lake	Amawaka	ʔí̃yan		ʔ í̃/ĩ j a n		<hínyan>, HYDE, 1980		§14	A ʔí̃yan (<hínyan>;; HYDE;; 1980), ĩyã I		None
239	- ĩ j ã - ( - - )	46		lake	Amawaka	ĩyã_I		ĩ j ã		None		§14	A ʔí̃yan (<hínyan>;; HYDE;; 1980), ĩyã I		None
240	- ĩ - ã - ( - - )	46		lake	Kaxinawa	ĩã		ĩ ã		None		§14	Kn ĩã		None
241	- ĩ - ã - ( - - )	46		lake	Marinawa	ĩã		ĩ ã		None		§14	M ĩã		None
242	- i - a n ( - - )	46		lake	Yawanawa	ian		i a n		None		§14	Yaw ian		None
243	- - tʃ a n ( - - )	46		lake	Korubo	tʃan		tʃ a n		None		§14	Ko tʃan		None
244	- - tʃ a n ( - - )	46		lake	Matis	tʃan		tʃ a n		None		§14	Mt tʃan		None
245	- - tʃ i - ( n a )	46		lake	Mayoruna	tʃiˈna		tʃ i n a		None		§14	My tʃiˈna		None
246	ʔ i ʔ β o	57		owner	Proto-Panoan	ʔiʔβo		ʔ i ʔ β o		None	Oliveira2014	§15	*ʔiʔβo ‘dono’		None
247	ʔ i - β o	57		owner	Kakataibo	ʔiβo		ʔ i β o		None		§15	Ksh ʔiβo		None
248	ʔ i - β o	57		owner	ShipiboKonibo	ʔiβo		ʔ i β o		None		§15	SK ʔiβo		None
249	ʔ i ʔ β o	57		owner	Kapanawa	ʔiʔβo		ʔ i ʔ β o		None		§15	Kp ʔiʔβo		None
250	- i - β o	57		owner	Marubo	iβo		i β o		None	Cesarino2008	§15	Mar iβo (CESARINO;; 2008)		None
251	ʔ i - β o	57		owner	Chakobo	ʔiβo		ʔ i β o		None		§15	Ch ʔiβo ‘dueño’		None
252	- i - ɸ o	57		owner	Sharanawa	iɸo		i ɸ o		None		§15	Shar iɸo		None
253	- i - h u	57		owner	Poyanawa	ihu		i h u		None		§15	Poy ihu		None
254	ʔ !í/i - w o	57		owner	Amawaka	ʔíwo		ʔ !í/i w o		None	Hyde1980	§15	A ʔíwo (HYDE;; 1980), iwó I		None
255	- i - w ó/o	57		owner	Amawaka	iwó_I		i w ó/o		None		§15	A ʔíwo (HYDE;; 1980), iwó I		None
256	- i - b u	57		owner	Kaxinawa	ibu		i b u		None		§15	Kn ibu		None
257	- i - ɸ o	57		owner	Marinawa	iɸo		i ɸ o		None		§15	M iɸo		None
258	- i - h u	57		owner	Yawanawa	ihu		i h u		None		§15	Yaw ihu		None
259	- i ʔ β o	57		owner	Korubo	iʔˈβo		i ʔ β o		None		§15	Ko ikβo [iʔˈβo]		None
260	- i k b o	57		owner	Matis	ikbo		i k b o		None		§15	Mt ikbo		None
261	- i k b o	57		owner	Mayoruna	ikˈbo		i k b o		None		§15	My ikbo [ikˈbo]		None
262	ʔ i ʔ - ts a k ( - - )	68		species of bird	Proto-Panoan	ʔiʔtsak		ʔ i ʔ ts a k		None	Oliveira2014	§16	*ʔiʔtsak ‘esp. de pásaro’		None
263	ʔ i - s - á/a - ( - - )	68		species of bird	Kakataibo	ʔisá		ʔ i s á/a		None		§16	Ksh ʔisá		None
264	ʔ i - s - á/a - ( - - )	68		species of bird	ShipiboKonibo	ʔisá		ʔ i s á/a		None		§16	SK ʔisá		None
265	ʔ i ʔ s - á/a - ( - - )	68		species of bird	Kapanawa	ʔiʔsá		ʔ i ʔ s á/a		None		§16	Kp ʔiʔsá		None
266	ʔ i - s - a k ( a - )	68		species of bird	Chakobo	ʔisaka		ʔ i s a k a		None		§16	Ch ʔisaka, ʔisa [ˈisa] ‘el pájaro’ (ZINGG;; 1998)		None
267	- i - s - a - ( - - )	68		species of bird	Chakobo	ˈisa		i s a		None	Zingg1998	§16	Ch ʔisaka, ʔisa [ˈisa] ‘el pájaro’ (ZINGG;; 1998)		None
268	- i - s - a k ( a - )	68		species of bird	Kaxarari	isaˈka		i s a k a		None		§16	Kax isaˈka ‘mutum’		None
269	ʔ !í/i - - ts a - ( a - )	68		species of bird	Amawaka	ʔítsaa		ʔ !í/i ts a a		None		§16	A ʔítsaa, ʔítsakɨn ‘pájaro’ (HYDE;; 1980), isaa I		None
270	ʔ !í/i - - ts a k ( ɨ n )	68		species of bird	Amawaka	ʔítsakɨn		ʔ !í/i ts a k ɨ n		None	Hyde1980	§16	A ʔítsaa, ʔítsakɨn ‘pájaro’ (HYDE;; 1980), isaa I		None
271	- i - s - a - ( a - )	68		species of bird	Amawaka	isaa_I		i s a a		None		§16	A ʔítsaa, ʔítsakɨn ‘pájaro’ (HYDE;; 1980), isaa I		None
272	- i - s - a - ( - - )	68		species of bird	Kaxinawa	isa		i s a		None		§16	Kn isa		None
273	w i - s ts a k ( - - )	68		species of bird	Mayoruna	wistsak		w i s ts a k		None		§16	My wistsak ‘pájaro que vive alto’		None
274	ʔ i ts i s ( - - - - )	79		hot, heat	Proto-Panoan	ʔitsis		ʔ i ts i s		None	Oliveira2014	§17	*ʔitsis ‘quente;;  calor’		None
275	ʔ i ts !í/i s ( - - - - )	79		hot, heat	Kakataibo	ʔitsís		ʔ i ts !í/i s		None		§17	Ksh ʔitsís, ɨtsɨs (SHELL;; 1987)		None
276	- ɨ ts ɨ s ( - - - - )	79		hot, heat	Kakataibo	ɨtsɨs		ɨ ts ɨ s		None	Shell1987	§17	Ksh ʔitsís, ɨtsɨs (SHELL;; 1987)		None
277	ʔ i ts i s ( - - - - )	79		hot, heat	Chakobo	ʔitsis-		ʔ i ts i s		None	Zingg1998	§17	Ch ‘caliente’ ʔitsisa, ʔitsis- (ZINGG;; 1998)		None
278	- i ts i s ( - - - i )	79		hot, heat	Kaxarari	itsiˈsi		i ts i s i		None	Lanes2005	§17	Kax itsiˈsi (LANES;; 2005)		None
279	- - tʃ i ʃ ( - n a i )	79		hot, heat	Sharanawa	tʃiʃnai		tʃ i ʃ n a i		None		§17	Shar tʃiʃnai ‘tener calor’		None
280	ʔ !í/i ts i s ( - - - - )	79		hot, heat	Amawaka	ʔítsis		ʔ !í/i ts i s		None		§17	A ʔítsis, ʔitsisín (HYDE;; 1980), itsis I		None
281	ʔ i ts i s ( !í/i n - - )	79		hot, heat	Amawaka	ʔitsisín		ʔ i ts i s !í/i n		None	Hyde1980	§17	A ʔítsis, ʔitsisín (HYDE;; 1980), itsis I		None
282	- i ts i s ( - - - - )	79		hot, heat	Amawaka	itsis_I		i ts i s		None		§17	A ʔítsis, ʔitsisín (HYDE;; 1980), itsis I		None
283	- i tʃ i s ( - - - - )	79		hot, heat	Matis	itʃis-		i tʃ i s		None		§17	Mt itʃis-		None
284	- i ts i s ( - - - - )	79		hot, heat	Mayoruna	itsis		i ts i s		None		§17	My itsis ‘caluroso y húmedo (el tiempo);;  calor com humedad’		None
285	ʔ i k o k ( - - - - )	90		embrace, hold in arms	Proto-Panoan	ʔikok-		ʔ i k o k		None	Oliveira2014	§18	*ʔikok- ‘abraçar;;  segurar nos braços’		None
286	ʔ i k o - ( - - - - )	90		embrace, hold in arms	Kakataibo	ʔiko-		ʔ i k o		None		§18	Ksh ʔiko-		None
287	ʔ i k o - ( - - - - )	90		embrace, hold in arms	ShipiboKonibo	ʔiko		ʔ i k o		None		§18	SK ʔiko		None
288	ʔ i k o - ( - - - - )	90		embrace, hold in arms	Kapanawa	ʔiko		ʔ i k o		None		§18	Kp ʔiko		None
289	ʔ i k o - ( - - - - )	90		embrace, hold in arms	Chakobo	ʔiko-		ʔ i k o		None		§18	Ch ʔiko- ‘llevar en los brazos;;  abrazar’		None
290	ʔ !í/i k o - ( + k !í/i n )	90		embrace, hold in arms	Amawaka	ʔíkoo-kín		ʔ !í/i k o + k !í/i n		None	Hyde1980	§18	A ʔíkoo-kín ‘abrazar’ (HYDE;; 1980), iko-		None
291	- i k o - ( - - - - )	90		embrace, hold in arms	Amawaka	iko-		i k o		None		§18	A ʔíkoo-kín ‘abrazar’ (HYDE;; 1980), iko-		None
292	- i k u - ( - - - - )	90		embrace, hold in arms	Kaxinawa	iku-		i k u		None		§18	Kn iku-		None
293	- !í/i k õ - ( - - - - )	90		embrace, hold in arms	Marinawa	íkõ-		!í/i k õ		None		§18	M íkõ-		None
294	- i k o - ( - - - - )	90		embrace, hold in arms	Yaminawa	iko-		i k o		None		§18	Yam iko-		None
295	- i k u k ( - - - - )	90		embrace, hold in arms	Korubo	ikuk-		i k u k		None		§18	Ko ikuk-		None
296	- i k u k ( - - - - )	90		embrace, hold in arms	Matis	ikuk-		i k u k		None		§18	Mt ikuk- ‘segurar no colo’		None
297	- i k u k ( - - - - )	90		embrace, hold in arms	Mayoruna	ikuk		i k u k		None		§18	My ikuk ‘abrazar echado o sentado’		None
298	ʔ i k o ʔ i k o	101		keep holding in arms	Proto-Panoan	ʔikoʔiko-		ʔ i k o ʔ i k o		None	Oliveira2014	§18a	*ʔikoʔiko- ‘**seguir llevando en los brazos (provavelmente uma reduplicação do verbo em 18.)’ :		None
299	ʔ i k o - i k o	101		keep holding in arms	Kakataibo	ʔikoiko-		ʔ i k o i k o		None		§18a	Ksh ʔikoiko-		None
300	ʔ i k o ʔ i k o	101		keep holding in arms	ShipiboKonibo	ʔikoʔiko-		ʔ i k o ʔ i k o		None		§18a	SK ʔikoʔiko-		None
301	ʔ i k o - i k o	101		keep holding in arms	Kapanawa	ʔikoiko-		ʔ i k o i k o		None		§18a	Kp ʔikoiko-		None
302	ʔ i k o ʔ i k o	101		keep holding in arms	Chakobo	ʔikoʔiko-		ʔ i k o ʔ i k o		None		§18a	Ch ʔikoʔiko- ‘seguir llevando en los brazos’		None
303	- i k u - i k u	101		keep holding in arms	Kaxinawa	ikuiku-		i k u i k u		None		§18a	Kn ikuiku-		None
304	( - - ) ʔ i r a ( - - - - - )	102		to go up	Proto-Panoan	ʔira-		ʔ i r a		None	Oliveira2014	§18b	*ʔira- ‘subir’ :		None
305	( - - ) - i n a ( - - - - - )	102		to go up	ShipiboKonibo	-ina-		i n a		None		§18b	SK -ina- ‘arriba y arriba (como en noyaina- «volar arriba y arriba»)’		None
306	( - - ) ʔ i n a ( - - - - - )	102		to go up	Kapanawa	ʔina-		ʔ i n a		None		§18b	Kp ʔina- ‘subir (como a um árbol)’		None
307	( - - ) - i n á/a ( - - - - - )	102		to go up	Marubo	-iná-		i n á/a		None	Kennell1978	§18b	Mar -iná- ‘ação subindo’ (KENNEL;; 1978)		None
308	( - - ) ʔ i n a ( - - - - - )	102		to go up	Chakobo	ʔina-		ʔ i n a		None		§18b	Ch ʔina- ‘subir (como la ardilla en el árbol)’		None
309	( - - ) - i l a ( - - h i - )	102		to go up	Kaxarari	iˈlahi		i l a h i		None	Couto2005	§18b	Kax iˈlahi ‘subir’ (COUTO;; 2005)		None
310	( - - ) - i n a ( - - - - - )	102		to go up	Yaminawa	ina-		i n a		None	Faust2002	§18b	Yam ina- ‘subir’ (FAUST; LOOS;; 2002)		None
311	( - - ) - i d a ( - - - - - )	102		to go up	Chaninawa	ida-		i d a		None		§18b	Chan ida- ‘subir’		None
312	( - - ) - i n a ( i - - - - )	102		to go up	Sharanawa	inai		i n a i		None		§18b	Shar inai, inaa ‘subir;;  trepar’		None
313	( - - ) - i n a ( a - - - - )	102		to go up	Sharanawa	inaa		i n a a		None		§18b	Shar inai, inaa ‘subir;;  trepar’		None
314	( p a ) - i n - ( - + a i - )	578		to go up	Katukina	pain-ai		p a i n + a i		None		§18b	Kat **pain-ai		1
315	( - - ) ʔ !í/i n a ( a + ʔ !í/i - )	102		to go up	Amawaka	ʔínaa-ʔí		ʔ !í/i n a a + ʔ !í/i		None	Hyde1980	§18b	A ʔínaa-ʔí ‘subir’ (HYDE;; 1980), inaa- II ‘escalar un árbol’		None
316	( - - ) - i n a ( a - - - - )	102		to go up	Amawaka	inaa-		i n a a		II		§18b	A ʔínaa-ʔí ‘subir’ (HYDE;; 1980), inaa- II ‘escalar un árbol’		None
317	( - - ) - i n a ( - - - - - )	102		to go up	Kaxinawa	ina-		i n a		None		§18b	Kn ina- ‘escalar’		None
318	( - - ) - !í/i n a ( i - - - - )	102		to go up	Marinawa	ínai		!í/i n a i		None		§18b	M ínai		None
319	( - - ) - i n a ( - - - - - )	102		to go up	Yawanawa	ina		i n a		None		§18b	Yaw ina ‘subir’		None
320	( - - ) - i n.d o ( - + k i n )	102		to go up	Matis	indo-kin		i n.d o + k i n		None	Ferreira2005	§18b	Mt indo-kin ‘subir puxando algo’ (FERREIRA;; 2005)		None
321	( - - ) - i n - ( - - - - - )	102		to go up	Mayoruna	in		i n		None		§18b	My in ‘mover una cosa’		None
322	ʔ i n a k ( - - - )	103		breeding, domestic animal	Proto-Panoan	ʔinak		ʔ i n a k		None	Oliveira2014	§19	*ʔinak ‘criação;;  animal doméstico’		None
323	ʔ i n !á/a - ( - - - )	103		breeding, domestic animal	ShipiboKonibo	ʔiná		ʔ i n !á/a		None		§19	SK ʔiná ‘hombre prisionero;;  animal domesticado’		None
324	ʔ i n a - ( - - - )	103		breeding, domestic animal	Kapanawa	ʔiˈna		ʔ i n a		None		§19	Kp ʔiˈna		None
325	ʔ i n a - ( - - - )	103		breeding, domestic animal	Chakobo	ˈʔina		ʔ i n a		None	Zingg1998	§19	Ch ‘perro’ ʔinaka, ˈʔina (ZINGG;; 1998)		None
326	- i n a - ( β ɨ - )	103		breeding, domestic animal	Kaxarari	iˈnaβɨ		i n a β ɨ		None	Valenzuela2012	§19	Kax iˈnaβɨ ‘animal doméstico’ (VALENZUELA; OLIVEIRA;; 2012)		None
327	- i n a - ( - - - )	103		breeding, domestic animal	Sharanawa	ina		i n a		None		§19	Shar ina, inan ‘mascota;;  animals domésticos’		None
328	- i n a - ( n - - )	103		breeding, domestic animal	Sharanawa	inan		i n a n		None		§19	Shar ina, inan ‘mascota;;  animals domésticos’		None
329	ʔ !í/i n a - ( - - - )	103		breeding, domestic animal	Amawaka	ʔína		ʔ !í/i n a		None		§19	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’		None
330	ʔ !í/i n a - ( a - - )	103		breeding, domestic animal	Amawaka	ʔínaa		ʔ !í/i n a a		None		§19	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’		None
331	ʔ !í/i n a - ( k !ɨ́/ɨ n )	103		breeding, domestic animal	Amawaka	ʔínakɨ́n		ʔ !í/i n a k !ɨ́/ɨ n		None	Hyde1980	§19	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’		None
332	- i n !á/a - ( - - - )	103		breeding, domestic animal	Amawaka	Iná_I		i n !á/a		None		§19	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’		None
333	- i n a - ( a - - )	103		breeding, domestic animal	Amawaka	inaa_I		i n a a		None		§19	A ʔína ‘doméstico (animal)’, ʔínaa, ʔínakɨ́n ‘empleado’ (HYDE;; 1980), Iná I ‘domesticado’, inaa I ‘esclavo;;  siervo’		None
334	- i n !á/a - ( - - - )	103		breeding, domestic animal	Kaxinawa	iná		i n !á/a		None		§19	Kn iná ‘animal favorito’		None
335	ʔ i n a r ( - - - - )	115		to give	Proto-Panoan	ʔinar-		ʔ i n a r		None	Oliveira2014	§20	*ʔinar- ‘dar’		None
336	ʔ i n ã́/ã - ( - - - - )	115		to give	Kakataibo	ʔinã́-		ʔ i n ã́/ã		None		§20	Ksh ʔinã́-		None
337	ʔ i n ã - ( - - - - )	115		to give	ShipiboKonibo	ʔinã-		ʔ i n ã		None		§20	SK ʔinã-		None
338	ʔ i n á/a n ( - - - - )	115		to give	Kapanawa	ʔinán		ʔ i n á/a n		None		§20	Kp ʔinán		None
339	- ĩ n ã - ( - - - - )	115		to give	Marubo	ĩnã-		ĩ n ã		None	Kennell1978	§20	Mar ĩnã- ‘dar’ (KENNELL;; 1978)		None
340	ʔ i n ia - ( - - - - )	115		to give	Chakobo	ʔinia-		ʔ i n ia		None	Zingg1998	§20	Ch ʔinia- ‘vender;; regalar;;  repartir’ (ZINGG;; 1998), ʔina- ‘dar’		None
341	ʔ i n a - ( - - - - )	115		to give	Chakobo	ʔina-		ʔ i n a		None		§20	Ch ʔinia- ‘vender;; regalar;;  repartir’ (ZINGG;; 1998), ʔina- ‘dar’		None
342	j a l i - ( - - - - )	115		to give	Kaxarari	yali		j a l i		None	Valenzuela2012	§20	Kax yali ‘dar’ (VALENZUELA; OLIVEIRA;; 2012)		None
343	- i n ã - ( - - - - )	115		to give	Yaminawa	inã-		i n ã		None	Faust2002	§20	Yam inã- ‘dar’ (FAUST; LOOS;; 2002)		None
344	- i n ai - ( - - - - )	115		to give	Chaninawa	inai		i n ai		None		§20	Chan inai		None
345	- i n ai n ( - - - - )	115		to give	Sharanawa	inain		i n ai n		None		§20	Shar inain, inaan ‘dar;;  pagar’		None
346	- i n a n ( - - - - )	115		to give	Sharanawa	inaan		i n a n		None		§20	Shar inain, inaan ‘dar;;  pagar’		None
347	- i n a n ( - - - - )	115		to give	Shanenawa	inan		i n a n		None		§20	Shan inan		None
348	- i n a - ( + a i - )	115		to give	Katukina	inna-ai		i n a + a i		None		§20	Kat inna-ai, iai ‘dar’		None
349	- i - ( - ) a ( - ) - ( i - - - - )	579		to give	Katukina	iai		i a i		None		§20	Kat inna-ai, iai ‘dar’		None
350	- i n ã - ( - - - - )	115		to give	Amawaka	inã-		i n ã		None		§20	A inã-, ʔinan-kín ‘dar’ (HYDE;; 1980)		None
351	ʔ i n a n ( + k !í/i n )	115		to give	Amawaka	ʔinan-kín		ʔ i n a n + k !í/i n		None	Hyde1980	§20	A inã-, ʔinan-kín ‘dar’ (HYDE;; 1980)		None
352	- i n ã - ( - - - - )	115		to give	Kaxinawa	inã-		i n ã		None		§20	Kn inã-		None
353	- !í/i n ã - ( - - - - )	115		to give	Marinawa	ínã-		!í/i n ã		None		§20	M ínã-		None
354	m e n ( - ) e ( - ) - ( - - - - - )	662		to give	Korubo	mene-		m e n e		None		§20	Ko **mene-		1
355	m e n ( - ) e ( - ) - ( - + k i n )	794		to give	Matis	mene-kin		m e n e + k i n		None		§20	Mt **mene-kin		1
356	m e n ( - ) e ( - ) - ( - - - - - )	795		to give	Mayoruna	mene		m e n e		None		§20	My **mene		1
357	ʔ i rⁿ o ( - - - - - - - - )	127		species of jaguar	Proto-Panoan	ʔi[n]o		ʔ i rⁿ o		None	Oliveira2014	§21	*ʔi[n]o ‘esp. de onça’		None
358	ʔ i n o ( - - - - - - - - )	127		species of jaguar	Kakataibo	ʔino		ʔ i n o		None		§21	Ksh ʔino		None
359	ʔ i n o ( - - - - - - - - )	127		species of jaguar	ShipiboKonibo	ʔino		ʔ i n o		None		§21	SK ʔino		None
360	ʔ i n o ( - - - - - - - - )	127		species of jaguar	Kapanawa	ʔino		ʔ i n o		None		§21	Kp ʔino		None
361	- i n o ( - - - - - - - - )	127		species of jaguar	Marubo	ino		i n o		None	Cesarino2008	§21	Mar ino (CESARINO;; 2008)		None
362	i n a w a -	531		jaguar	Kaxarari	inaˈwa		i n a w a		None	Valenzuela2012	§21	Kax **inaˈwa ‘onça’ (VALENZUELA; OLIVEIRA;; 2012)		1
363	- i n o ( - + ɸ ã ɸ i - - )	127		species of jaguar	Yaminawa	ino_ɸãɸi		i n o + ɸ ã ɸ i		None		§21	Yam ino ɸãɸi, ino ɸãɸino ‘tigre súngaro (grande)’		None
